UpdateDegree,DegreeType
"PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR BUSINESS   BASIC FEBRUARY 5,",Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR BUSINESS   BASIC GENERIC SPEC,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR BUSINESS   BASIC HISTORY 09-2,Certificate
"PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR BUSINESS   BASIC JANUARY 21,",Certificate
"PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR BUSINESS   BASIC JUNE 4, 1991",Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR BUSINESS   BASIC SEPTEMBER 20,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR BUSINESS   COMPOSITE  07/01/9,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR BUSINESS   COMPOSITE & ENGLIS,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR CHEMISTRY  AND MATHEMATICS JU,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR COMPOSITE  SOCIAL STUDIES FEB,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR DANCE      10/26/90,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR DANCE &    ENGLISH FEBRUARY 8,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR DANCE &    HEALTH EDUCATION M,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR DRAMA &    SPEECH 09-27-90,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR EARTH      SCIENCE & PHYSICAL,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR EARTH      SCIENCE/GEOGRAPHY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ECONOMICS,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & BUSINESS ADMINIS,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & HISTORY 10-04-90,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & HISTORY NOVEMBER,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & HISTORY SEPT. 20,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & JOURNALISM EDU.,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & MATHEMATICS FEB.,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & PSYCHOLOGY 10-04,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & PSYCHOLOGY SEPT.,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & READING 10-04-90,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & SOCIOLOGY FEBRUA,Certificate
"PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    & SPEECH SEPT. 20,",Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    07/01/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH    AND DANCE JANUARY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH &  BUSINESS ADMINISTR,Certificate
"PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH &  DRAMA FEBRUARY 28,",Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH &  GENERIC SPECIAL ED,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH &  HISTORY FEBRUARY 5,Certificate
"PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH &  HISTORY MAY 1, 199",Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH &  JOURNALISM  07/01/,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH &  JOURNALISM  JUNE 4,Certificate
"PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH &  SOCIOLOGY JUNE 4,",Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH &  SPANISH FEBRUARY 2,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH/   HISTORY   07/12/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR ENGLISH\   MATHEMATICS  07/01,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR GENERIC    SPECIAL EDUCATION,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR GEO-       GRAPHY 10-04-90,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR GEOGRAPHY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR GEOGRAPHY  & HISTORY FEBRUARY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR GOVERN-    MENT & HISTORY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR GOVERNMENT & KINESIOLOGY  07/,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HEALTH     EDUCATION FEBRUARY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY    & ENGLISH 10-04-90,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY    & ENGLISH EDU. JUN,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY    & GEOGRAPHY FEBRUA,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY    & SPANISH 10-04-90,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY    AND PSYCHOLOGY APR,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY    AND PSYCHOLOGY JAN,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY    AND READING JAN. 2,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY &  GEOGRAPHY FEBRUARY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY &  GOVERNMENT FEBRUAR,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY &  PSYCHOLOGY  07/01/,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY &  PSYCHOLOGY 10-04-9,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR HISTORY/   KINESIOLOGY  07/12,Certificate
"PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR INDUSTRIAL ARTS MAY 1, 1991",Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR KIN-       ESILOLGY & ENGLISH,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR KIN-       ESIOLOGY & BIOLOGY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR KIN-       ESIOLOGY & ENGLISH,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR KIN-       ESIOLOGY & HEALTH,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR KIN-       ESIOLOGY & HISTORY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR KIN-       ESIOLOGY DECEMBER,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR KIN-       ESIOLOGY FEBRUARY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR KIN-       SIOLOGY & HEALTH E,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR KINESIO-   LOGY  07/01/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR KINESIO-   LOGY & BUSINESS AD,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR LIFE-EARTH SCIENCE FEBRUARY 4,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR MATH &     COMPUTER SCIENCE F,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR MATH &     SPANISH SEPTEMBER,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR MATH-      EMATICS & HISTORY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR MATH-      EMATICS JANUARY 21,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR MATHE-     MATICS DECEMBER 14,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR PHYSICAL   EDUCATION & BIOLOG,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR PHYSICAL   EDUCATION & HISTOR,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR PHYSICAL   EDUCATION & PHYSIC,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR PHYSICAL   EDUCATION (KINESIO,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR PHYSICAL   EDUCATION 09-27-90,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR PHYSICAL   EDUCATION 10-04-90,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR PHYSICAL   EDUCATION SEPT. 20,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR POLITICAL  SCIENCE JANUARY 21,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR PSYCHOLOGY & ENGLISH SEPT. 20,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR PSYCHOLOGY & GENERIC SPECIAL,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR PSYCHOLOGY & KINESIOLOGY  07/,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR SCIENCE    COMPOSITE  07/01/9,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR SCIENCE    COMPOSITE 09-27-90,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR SECONDARY  GENERIC SPECIAL ED,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR SOCIAL     STUDIES COMPOSITE,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR SOCIOLOGY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR SPANISH,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR SPANISH    WITH A BILINGUAL E,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR SPEECH     COMMUNICATIONS & E,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR SPEECH     COMMUNICATIONS JAN,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE FOR SPEECH &   THEATRE ARTS SEPT.,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ART         11/08/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN BASIC       BUSINESS  JANUARY,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN BASIC BUS-  INESS/ENGLISH   09,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN BIOLOGY/    KINESIOLOGY  09/11,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN BUSINESS    (BASIC)     09/11/,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN COMPOSITE   SOCIAL STUDIES   0,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN COMPUTER    INFORMATION SYSTEM,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ENGLISH     09/11/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ENGLISH     09/12/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ENGLISH     11/08/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ENGLISH &   ART   10/31/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ENGLISH &   HISTORY     10/31/,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ENGLISH/    BIOLOGY   09/11/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ENGLISH/    HISTORY    09/11/9,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ENGLISH/    KINESIOLOGY   09/1,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ENGLISH/    MATH    09/11/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN ENGLISH/    SOCIOLOGY   09/11/,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN GOVERNMENT  AND HISTORY    NOV,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN HISTORY     11/08/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN HISTORY &   ENGLISH  11/08/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN HISTORY/    KINESIOLOGY    09/,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN INDUSTRIAL  ARTS       10/31/9,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN INDUSTRIAL  ARTS    11/08/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN KINESIOLOGY & ENGLISH     11/0,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN KINESIOLOGY & HISTORY    11/08,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN KINESIOLOGY 09/11/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN KINESIOLOGY MATH     09/11/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN KINESIOLOGY MATHEMATICS     10,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN MATH/EARTH  SCIENCE/PHYSICS  0,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN MATHEMATICS 09/12/91,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE IN MATHEMATICS CHEMISTRY   09/12/,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE ON ENGLISH     AND HISTORY JUNE 4,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE ON GOVERNMENT  EARTH SCIENCE AND,Certificate
PROVISIONAL SECONDARY TEACH-   ING CERTIFICATE: ART & SPEECH  COMMUNICATION   MA,Certificate
PROVISIONAL SECONDARY TEACHER  AND SCHOOL LIBRARIAN           CERTIFICATE SEPTEM,Certificate
PROVISIONAL SECONDARY TEACHER  CERT FOR P.E./HEALTH EDU,Certificate
"PROVISIONAL SECONDARY TEACHER  CERT. - DECEMBER 2, 1966",Certificate
"PROVISIONAL SECONDARY TEACHER  CERT: ENGLISH - JAN. 2, 1997",Certificate
"PROVISIONAL SECONDARY TEACHER  CERT: HISTORY - DEC. 4, 1996",Certificate
PROVISIONAL SECONDARY TEACHER  CERT: PHYSICAL EDUCATION AND   PSYCHOLOGY - OCT.,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   AGRICULTURE PLAN I,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   BUSINESS ADM. & EN,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   ENGLISH & BUSINESS,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   ENGLISH & LANGUAGE,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   ENGLISH, HEALTH &",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   HISTORY & ENGLISH,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PE & BUSINESS ADMI,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I & II BUSINE,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I ART & ENGLI,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I ENGLISH & P,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I ENGLISH & S,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I HEALTH & PH,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I HEALTH, PHY",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I HISTORY & E,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I JOURNALISM,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I MATHEMATICS,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I PHYSICAL ED,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I PHYSICAL SC,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I SPANISH, BU",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN I SPEECH & DR,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN II BUSINESS &,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN II SCIENCE &,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN II SOCIAL SCI,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   PLAN III INDUSTRIA,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   SOCIAL SCIENCE & C,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE  TEACHING FIELD:   SPANISH & ENGLISH,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR  PHYSICAL EDU. AND MATH     JULY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR AGR & BIO,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ART,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ART & ENGLISH    JUNE 8, 1983",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ART AND        INDUSTRIAL ART,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ART AND        PSYCHOLOGY   1/31/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ART AND        SOCIOLOGY   1/31/8,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY &      PHYSICAL EDU  AUG,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY AND    CHEMISTRY   1/31/8,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY AND    EARTH SCIENCE   1/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY AND    EARTH SCIENCE   JU,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY AND    ENGLISH    1/31/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY AND    PHYSICAL EDU.    1,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY AND    PHYSICAL EDU.   2/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY AND    PSYCHOLOGY    2/15,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY AND    PSYCHOLOGY   2/15/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY AND    SPANISH       JULY,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY,       SCIENCE, COMPOSITE",Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BIOLOGY,HEALTH & PHYSICAL EDU.  2",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUS ADM &      PROV SECONDARY TEA,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUS. ADM. &    ENGLISH    1/31/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUS. ADM. AND  PHYSICAL EDU.   1/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUS.ADM. BASIC,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS ADM.  & PHYSICAL EDU.,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS ADM.  AND ENGLISH    2/1,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS ADM.  AND ENGLISH   2/15,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS ADM.  AND MATHEMATICS,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS ADM.  AND PHYSICAL EDU.,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS ADM.  AND PHYSICAL EDUCA,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS COMP. AND ENGLISH   1/31,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS,      COMPOSITE        J",Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS,      COMPOSITE       JU",Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS,      COMPOSITE      JUL",Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS, ADM. AND HISTORY    2/1",Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS, ADM. AND PHYSICAL EDU.",Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS, ADM. AND SOCIOLOGY   2/",Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS,COM-  POSITE        JULY",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR BUSINESS--     ADMINISTRATION WIT,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR CHEMISTRY &    PROFESSIONAL SUPER,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR CHEMISTRY AND  MATH    1/31/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR CHEMISTRY AND  MATH   FEBRUARY 15,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR COMPUTER       SCIENCE & MATH JAN,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR DANCE & DRAMA,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR DANCE AND      GENERIC SPECIAL ED,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR DANCE AND      PHYSICAL EDU.   1/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR DANCE AND      PHYSICAL EDU.   2/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR DANCE/PHYSICAL EDUCATION FEBRUARY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR DRAMA AND      ENGLISH   2/15/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR EARTH SCIENCE  AND BIOLOGY      J,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENG/FRN,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENG/PHY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENG/POL SCI,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH &      JOURNALISM FEB 13,",Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH &      READING JAN 31, 19",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH & MATH,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH & P.E.,Certificate
"PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH , GER- MAN AND HISTORY  0",Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    BUSINESS ADMINISTR,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    FRENCH    1/31/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    FRENCH   JANUARY 3,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    GEOGRAPHY      AUG,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    HISTORY       JULY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    HISTORY    1/31/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    HISTORY   1/31/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    HISTORY   FEBRUARY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    HISTORY   SEPTEMBE,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    JOURNALISM    1/31,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    PHYSICAL  EDUCATIO,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    PHYSICAL EDU.   2/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    PHYSICAL EDU.  2/1,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    PHYSICAL EDUCATION,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    SOCIOLOGY    2/15/,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    SPANISH    JANUARY,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    SPANISH   1/31/83,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    SPANISH JANUARY 18,Certificate
PROVISIONAL SECONDARY TEACHER  CERTIFICATE FOR ENGLISH AND    SPEECH    2/15/83,Certificate
